Gender,Dob,PIN,Curr_res_yr,Curr_res,Rent,Deps,Marital,Qualification,Credit_score,Religion,Category,Res_stat,Occupation,Salaried,Emp_pin,Curr_emp_yr,Gross_monthly_in,Net_monthly_in,Avg_monthly_exp,Prop,Veh,FD,PPF,PF,Investments,SLIP,Amt,Tenor,Returned
2,1991,110046,39,3,19000,8,0,1,509,0,3,0,1,4,110060,39,246594,10250,48570,56914,217335,47639,56574,24552,125444,46677,2367597,4,0
1,1974,110007,33,1,11000,5,0,0,811,3,0,1,1,2,110042,33,180500,29516,17707,125939,177059,35670,13964,43676,160002,114763,3980681,20,1
2,1976,110083,49,0,10000,8,1,0,605,2,2,1,2,3,110015,49,204778,25044,12439,57113,171159,57664,43624,30552,201357,194367,1975816,32,0
0,1985,110078,3,3,23000,5,2,1,567,0,2,2,0,0,110093,3,195527,30280,59144,147410,33542,52496,52738,53223,68384,188246,4621271,24,1
0,1972,110065,16,0,23000,7,2,1,431,1,2,0,0,0,110083,16,229946,15402,44891,211521,21598,32950,45651,26037,64422,117181,960386,10,0
2,1989,110034,28,0,16000,5,2,0,370,0,1,0,2,1,110081,28,245394,34145,47832,121291,69057,50084,57073,59694,167205,116448,4263717,4,1
1,1950,110092,43,1,0,1,2,0,857,1,0,2,0,2,110084,43,44576,25133,49035,223936,249879,42311,56405,11856,29625,288476,4714232,28,1
2,1994,110096,30,0,19000,4,0,2,509,0,3,1,0,2,110040,30,24514,56437,56033,34075,36392,29158,32915,45892,24086,198486,3431660,32,0
0,1973,110022,36,3,18000,8,2,1,719,0,0,1,2,1,110088,36,106823,18117,31674,109532,203961,42516,21679,13755,217189,197956,3579522,10,0
1,1958,110034,24,0,10000,8,0,2,681,3,2,1,1,3,110039,24,196537,10319,33153,62943,248319,32544,23860,14881,89667,258909,4753673,4,1
0,1995,110017,43,1,15000,7,0,1,619,3,2,2,2,3,110096,43,127024,39320,48100,215959,171682,38590,55609,49685,237818,284452,2646197,10,0
1,1996,110083,47,3,20000,1,0,2,829,3,3,1,2,2,110031,47,209492,20160,48985,212153,110593,13575,31718,54303,199113,311828,1718055,28,0
0,1978,110089,54,3,18000,9,0,0,816,2,2,2,2,1,110096,54,109254,24399,12518,205805,195983,24741,17886,39893,227489,169521,3129053,12,1
0,1976,110037,26,1,17000,1,1,2,410,1,1,1,2,3,110031,26,146116,53596,15941,55773,66242,16721,18686,42765,151550,492724,768644,20,1
0,1962,110059,25,2,22000,6,1,1,667,0,2,0,2,4,110008,25,114659,45424,45203,104395,12823,50226,28591,32316,231274,394047,1255263,24,1
1,1963,110083,61,0,0,1,0,1,527,3,2,1,1,1,110064,61,76773,13422,47184,120436,204321,37905,51108,43224,100660,235956,1522673,15,0
2,1964,110060,10,3,15000,8,2,2,597,1,2,2,0,2,110030,10,41284,43855,42530,99004,222638,24522,54396,14862,105765,10348,4464072,32,0
2,1983,110066,19,0,9000,6,0,0,635,3,2,0,0,4,110094,19,107798,49265,29669,75408,29318,42553,34450,40425,126418,156121,4236218,32,0
1,1998,110014,7,0,16000,4,0,0,472,2,2,1,0,1,110095,7,31306,57514,56798,146174,72124,13748,31747,17004,92422,172708,2514367,20,1
2,1965,110089,59,3,15000,9,0,2,476,3,3,0,0,3,110011,59,58097,35717,33798,166107,137631,13069,19403,35743,187773,266990,1036823,15,1
2,1960,110086,26,0,14000,1,2,1,319,2,3,0,0,4,110027,26,223917,49837,12756,39224,140083,39207,18479,23830,53138,19253,2955706,12,1
2,1984,110090,12,2,21000,9,1,1,349,0,1,2,2,2,110061,12,184391,24360,11118,21228,134923,11631,26756,22500,147740,312501,886764,28,1
0,1957,110051,38,1,20000,8,0,2,338,0,0,1,1,2,110059,38,65676,26847,53490,49304,75550,15145,53705,19553,143361,220477,3522352,15,1
2,1967,110018,63,0,16000,1,2,1,398,0,2,2,2,1,110053,63,235365,59905,44265,35264,96927,26411,21166,41742,142519,149947,721611,32,1
1,1965,110027,2,1,14000,8,2,0,575,0,2,2,2,3,110058,2,229129,45020,40491,38007,76488,33144,35386,31522,71935,310264,1406471,8,1
0,1996,110038,9,0,22000,8,0,2,672,3,0,2,2,0,110039,9,89649,17093,20661,143842,100454,54914,59835,58482,72607,365886,821424,20,1
1,1987,110058,35,3,17000,5,0,1,821,1,3,2,0,1,110061,35,43832,36688,11535,91518,151156,59659,52368,38020,240767,159882,3112818,12,1
2,1973,110097,29,3,23000,5,0,2,389,0,3,2,1,4,110093,29,34410,12583,59502,36147,82328,31191,32112,33332,241839,490613,2717022,12,0
2,1978,110096,1,0,7000,8,2,1,508,1,2,2,0,2,110002,1,86452,32230,42401,15132,52272,14697,48367,56381,26083,425754,1118554,15,1
0,1951,110040,38,0,23000,8,1,2,799,0,3,1,1,3,110077,38,187421,19943,54320,112543,116766,37132,33895,59683,248310,131882,756151,8,1
0,1992,110081,9,1,20000,0,0,0,532,1,3,2,2,1,110060,9,172870,51911,41530,35466,137945,18372,48064,30737,56064,416693,1511721,8,1
0,1961,110044,39,2,16000,6,2,1,401,2,1,1,1,3,110068,39,241596,19596,49391,60290,192464,18675,49720,30548,79831,252564,342712,4,1
0,1985,110083,33,3,13000,7,2,1,844,2,3,0,2,2,110067,33,209707,36166,56426,193117,153883,45121,52432,51592,162464,128890,1647796,8,1
2,1976,110073,54,0,15000,0,0,0,612,1,1,0,0,1,110043,54,24899,22118,57537,153132,242889,41147,23705,29374,195365,240594,3099963,20,1
0,1983,110028,14,3,17000,7,1,0,419,3,0,2,2,0,110004,14,165992,53799,46688,174440,183691,33349,57750,46698,30094,390754,2213168,8,1
1,1968,110018,51,1,23000,4,2,2,534,2,0,0,1,4,110002,51,78793,45145,34617,68731,233271,20045,38800,36959,46290,472852,3963997,28,1
2,1953,110043,58,2,0,8,0,2,399,3,0,0,2,4,110043,58,138480,43611,10306,59899,53079,23576,25444,59162,217690,323034,619018,15,1
1,1978,110046,26,0,22000,9,2,1,345,3,2,0,2,2,110048,26,33843,47040,43038,229240,86417,13113,24855,47867,170094,120614,2627735,20,0
1,1954,110023,21,3,17000,9,2,1,825,0,2,2,0,1,110034,21,126510,48321,18313,138952,112977,19020,44436,21793,192604,328380,1590113,4,1
0,1966,110078,44,1,12000,4,0,2,727,1,2,0,1,1,110077,44,91483,35836,41141,153064,65163,14451,56210,48716,205664,336791,248103,15,1
2,1971,110018,25,0,0,0,0,2,513,2,0,0,1,4,110097,25,19311,49222,29700,36455,53282,38291,50309,22005,221845,315696,550092,32,0
0,1986,110076,4,0,17000,4,0,1,625,2,3,2,2,2,110044,4,220927,40247,48516,35318,131946,16284,32089,54184,229882,401149,1305490,32,1
1,1984,110095,26,0,9000,8,2,2,409,2,0,0,2,2,110089,26,53611,25897,52756,62264,194715,26353,25602,51406,162529,407213,1315065,10,1
0,1994,110056,0,3,0,4,2,2,532,1,3,2,2,4,110068,0,194700,47704,26659,72398,59822,40928,56415,32589,101973,315819,1619208,10,0
2,1962,110015,24,1,13000,3,2,1,635,2,2,1,2,4,110093,24,193784,53628,47245,205147,209528,44435,37126,29037,192135,32290,3761160,32,0
1,1994,110048,18,3,14000,7,0,1,805,3,3,0,2,0,110012,18,133917,38057,44346,120357,65444,40715,45078,49336,105528,383191,2917347,20,0
2,1982,110010,11,3,19000,0,0,2,893,1,3,1,2,1,110002,11,144688,29163,51927,151705,165965,57984,49671,59086,177319,182092,527593,10,0
2,1966,110007,31,3,11000,2,2,0,486,2,1,2,1,4,110062,31,155540,42252,37068,212706,37851,45891,40548,18013,79734,92358,2725176,20,0
2,1982,110052,45,3,19000,8,1,0,816,0,1,1,1,4,110017,45,42703,55571,15188,246607,156089,40009,32521,33582,177712,58600,4300610,15,0
1,1972,110089,42,0,19000,0,0,0,609,2,3,1,1,4,110014,42,76525,11366,17090,27244,66386,40774,47299,41089,102089,168461,2137058,15,1
0,1991,110081,57,3,19000,1,1,1,439,1,1,0,1,3,110030,57,58792,22560,40051,195863,140753,28119,17215,14055,233494,311329,3468364,24,0
2,1996,110075,20,1,21000,9,1,2,810,0,1,0,2,4,110098,20,166342,16662,52528,228570,201132,40510,49968,51802,151484,402855,1558962,15,1
2,1968,110011,30,1,19000,8,2,2,350,0,2,0,0,0,110058,30,108496,33230,41077,71006,57695,41950,40470,42920,173895,308418,4660717,4,1
2,1956,110092,59,1,21000,8,1,1,492,2,2,1,2,2,110051,59,28932,47416,33304,212189,189606,21572,14839,57907,74935,457569,3103999,28,0
2,1967,110015,37,0,9000,5,2,2,877,0,1,2,2,3,110006,37,209664,58369,31037,171445,109422,50924,14767,13105,41040,239902,3309758,12,1
1,1990,110062,17,3,17000,0,2,1,894,0,0,2,1,3,110015,17,215240,56017,38862,19226,77031,46374,35157,54973,48973,408107,2960146,15,0
1,1950,110034,42,1,14000,5,1,1,747,0,0,2,1,1,110045,42,146127,57400,50308,67118,70488,29811,46287,39889,138326,393199,3371349,8,1
2,1990,110047,59,1,10000,9,1,1,517,2,2,2,1,0,110067,59,42827,24915,39244,212726,184912,51845,55718,15138,41388,329259,1829599,12,0
1,1960,110092,56,0,10000,0,1,0,455,1,1,1,0,0,110076,56,244286,54279,55483,66403,146377,16547,41524,44041,149570,18181,912913,8,0
2,1993,110084,32,3,22000,8,2,1,729,3,0,0,1,3,110088,32,169347,51723,55709,146293,61975,28990,22495,12834,52109,170521,622959,8,1
2,1986,110058,44,0,15000,4,2,0,517,3,1,0,1,1,110065,44,54943,28692,57077,187462,177150,55538,40224,46898,180157,161114,2207144,20,0
2,1983,110004,11,3,13000,2,1,1,497,0,2,2,1,1,110088,11,103755,20382,15142,24786,37866,26253,33767,43246,79237,211392,1391601,8,1
2,1996,110086,57,2,9000,0,0,2,602,2,1,1,0,4,110075,57,147516,42857,12310,130610,118019,36044,47766,29940,236317,337661,298197,4,1
0,1987,110027,28,2,17000,0,0,1,444,1,1,0,0,1,110014,28,190363,41536,14807,208621,196307,38023,30661,49131,134960,36652,1937295,15,0
0,1997,110050,64,3,6000,3,0,2,832,2,1,0,2,4,110060,64,60122,41667,30256,119245,77604,53899,26936,13058,43081,498604,1625585,28,0
0,1975,110028,14,1,9000,8,2,1,786,0,1,0,0,2,110097,14,164989,11902,48389,82182,209998,27319,42011,11439,188571,17666,1410414,12,1
0,1973,110070,8,2,6000,8,2,2,322,2,1,2,0,4,110043,8,114156,51269,22218,18849,43030,43322,45884,37731,221636,77434,3337151,20,0
0,1967,110097,19,0,17000,1,0,2,687,3,2,2,2,0,110076,19,100498,10618,34767,62135,93037,41789,46498,55686,127554,119266,4982271,32,0
0,1963,110015,7,2,14000,7,0,1,644,3,1,2,2,1,110064,7,113074,29241,13787,98908,232889,19726,34074,48834,47932,177676,1558188,8,0
1,1968,110019,47,2,20000,1,1,2,753,2,2,2,1,3,110051,47,31535,57528,29693,38335,136007,51047,25399,59742,33751,94110,3555656,32,0
2,1983,110077,33,3,14000,0,2,0,763,2,0,1,0,0,110010,33,198741,24707,25745,201175,172199,22708,26637,16815,163964,334081,1985242,32,1
2,1979,110058,20,3,14000,5,2,0,340,1,1,2,0,4,110017,20,190927,34309,49648,99233,109970,21767,21371,48083,60728,314688,3290690,32,0
2,1990,110027,38,1,14000,9,0,0,705,0,0,0,2,2,110079,38,208456,18687,58501,195600,80211,27562,41549,16901,97527,175902,2055171,20,1
1,1961,110035,6,2,8000,5,2,2,401,1,0,1,0,1,110093,6,110607,10237,30849,14457,60114,38331,14302,55587,64962,97207,1755766,10,0
0,1973,110045,8,2,12000,2,1,0,524,2,3,0,2,4,110088,8,134134,30729,23795,140077,97837,19239,38746,53643,130064,210524,1340350,4,1
2,1990,110020,23,0,23000,1,2,0,475,1,2,0,1,1,110098,23,202401,24886,24696,25880,32074,54418,31457,31579,39942,159807,1472260,15,1
0,1950,110059,19,1,6000,0,0,2,420,3,1,2,1,0,110037,19,14819,46552,57654,125012,194377,59733,56286,36681,49988,498403,459588,4,1
1,1984,110019,8,2,20000,3,2,0,401,1,2,1,2,2,110095,8,66713,34184,13998,35296,41785,51652,27904,34422,152867,481239,4940891,20,0
2,1968,110002,3,0,15000,2,1,0,362,0,1,2,1,1,110049,3,200603,54867,57893,173521,181834,31335,17866,24601,152536,45576,2814767,8,0
0,1988,110094,27,1,16000,6,1,2,676,2,3,1,1,2,110052,27,153081,40278,10945,69843,247858,56313,39650,53922,159204,416867,1073285,10,0
2,1971,110093,10,2,14000,5,1,0,558,2,1,2,0,0,110055,10,167850,16946,36457,123616,222913,49895,15134,58915,105960,92247,2716124,28,1
2,1997,110029,56,2,13000,1,1,2,662,2,1,1,2,2,110007,56,135951,17809,31379,100877,140712,51998,51865,37755,23113,492962,4948048,4,0
0,1972,110095,23,0,13000,1,0,1,499,2,3,0,1,1,110082,23,136161,53923,53146,11423,65772,55185,55085,12515,80003,148248,1702725,24,0
1,1987,110023,51,2,5000,0,2,2,825,0,2,1,0,4,110041,51,214352,22461,17945,197117,81024,18081,38287,28874,57130,144985,2084915,15,0
0,1974,110038,25,2,10000,3,1,1,747,1,0,0,2,0,110089,25,74633,55451,27595,76507,116555,17379,23147,21123,18099,300341,1172465,4,0
2,1952,110080,38,3,16000,7,2,1,845,2,1,2,0,3,110011,38,222953,33724,16696,13278,19487,58394,16942,12204,67763,50930,225320,15,0
0,1962,110012,28,1,5000,6,0,0,823,1,2,2,1,4,110009,28,226734,56799,30546,28122,70897,14268,14596,29866,247682,198263,3734788,4,0
2,1969,110057,61,3,15000,4,0,2,877,1,0,1,2,3,110095,61,99672,10641,48611,14982,145416,23042,25448,29966,118927,182612,3194551,10,0
0,1996,110005,40,3,22000,9,2,2,347,1,0,2,0,1,110067,40,246053,49362,16347,30639,182035,30998,38757,15321,186972,132993,3636602,4,0
0,1961,110071,56,0,21000,1,1,1,422,3,1,1,1,4,110087,56,226964,11964,54854,30199,73879,34951,35068,53577,249513,366295,2507390,10,1
1,1956,110055,1,1,23000,0,0,2,589,2,0,1,0,0,110022,1,100771,31558,42451,118527,25622,51170,54971,27994,244822,451099,642956,4,1
2,1963,110005,38,0,16000,6,0,0,334,1,0,1,2,2,110094,38,35834,40622,40056,222151,51475,18252,22003,12247,81477,39062,2191566,24,0
1,1978,110006,32,0,16000,2,0,2,530,2,3,0,0,2,110065,32,237262,42886,56550,213410,230867,31109,26182,36273,107518,265612,4386324,12,1
1,1957,110020,57,0,12000,2,0,0,696,2,2,1,0,4,110086,57,179323,21616,43555,20997,131047,17845,10758,34719,210414,241571,4815680,28,1
2,1984,110075,66,1,13000,3,2,2,642,3,1,1,1,4,110082,66,101718,40800,56671,21255,213359,49686,35601,46960,53690,485473,2823017,8,0
2,1981,110072,24,3,23000,3,0,1,691,0,1,1,0,0,110099,24,93231,36954,41364,70192,67675,32649,32916,36145,151841,73232,4659405,24,1
0,1955,110058,60,1,23000,1,1,0,893,3,2,2,0,2,110004,60,245367,58128,31020,123671,243803,28304,32456,16303,204660,483913,4971758,20,0
0,1953,110055,53,0,11000,7,0,0,688,1,1,1,0,3,110041,53,226995,31535,22882,101131,228306,55581,44037,16735,188499,44786,2275013,10,1
2,1981,110065,11,0,6000,6,2,0,812,2,2,1,1,4,110090,11,198953,12432,27894,123110,242743,31321,46804,22375,223156,34063,4856763,4,0
1,1990,110029,3,1,8000,8,1,0,761,3,0,2,0,2,110006,3,166011,35172,10824,23947,168382,16782,18293,34571,58737,199482,1754398,28,1
0,1978,110040,28,2,23000,7,2,2,409,3,1,0,2,0,110060,28,162919,48354,55803,106715,19288,12181,56972,42225,25319,468038,4296827,24,1
2,1985,110070,39,2,21000,2,0,0,526,1,3,2,2,1,110007,39,233518,47049,33249,222015,235609,21765,39214,53942,75592,174681,1315994,4,1
2,1964,110062,29,3,5000,0,2,1,826,2,1,0,1,2,110012,29,118720,54940,48741,15451,192796,31163,38191,36197,43152,142785,2958542,4,1
2,1950,110025,53,0,7000,7,1,2,316,1,2,0,0,1,110022,53,165757,43568,38795,209182,156438,51291,28386,23973,75436,252183,4442932,8,0
2,1962,110078,43,1,5000,5,1,0,393,3,0,2,2,2,110076,43,222300,54571,38111,97476,191163,17271,26341,48129,242537,447238,944302,10,0
0,1965,110088,9,3,12000,1,2,1,337,2,3,0,2,2,110055,9,159915,20839,14494,58778,78532,13447,24183,59268,226871,365003,2055558,10,1
2,1991,110026,13,0,20000,4,0,2,334,0,0,1,2,0,110090,13,173553,38336,38680,113875,222928,12322,53832,18934,237021,336353,4274551,12,1
2,1990,110037,45,2,16000,6,0,1,671,3,0,0,0,4,110017,45,72439,34155,30689,134028,10900,45825,41142,28609,85229,277423,4671516,8,1
2,1958,110077,12,3,6000,7,2,0,760,0,0,0,1,0,110008,12,171817,48982,49424,30991,60385,43280,58707,34459,52960,499448,2924122,15,1
2,1990,110018,40,1,16000,6,0,1,601,0,0,0,2,1,110023,40,107741,28755,18644,219693,89208,43513,11716,48954,184998,121736,4739945,12,1
0,1966,110009,23,2,13000,5,2,0,579,3,2,2,1,4,110073,23,73151,58941,39086,154283,18703,34824,49625,55291,91761,296031,1303418,32,1
0,1992,110029,50,0,21000,8,2,2,643,1,1,1,0,2,110031,50,185074,41210,46535,246255,147138,45824,41756,56805,61452,369962,563744,24,0
1,1962,110093,51,3,14000,9,2,2,682,1,2,0,0,3,110044,51,222974,47887,11266,66616,163714,23817,21827,21801,145401,184768,564365,10,1
0,1956,110067,64,0,11000,0,0,1,321,2,0,2,0,0,110071,64,71822,59360,33577,166383,239153,24135,44461,33102,21655,275337,4692807,10,0
1,1973,110078,52,0,21000,3,0,1,800,2,1,0,2,4,110009,52,225530,13270,16263,40044,155433,15792,33490,56963,127472,487008,2373527,32,1
2,1992,110089,58,2,9000,1,0,0,650,1,0,0,2,0,110096,58,114777,53170,48755,18865,202007,55727,39802,55063,135113,307336,1854256,10,0
0,1966,110071,8,2,20000,1,1,0,606,1,2,2,1,1,110090,8,215574,32186,59981,235872,200329,47638,40945,23778,135972,55009,442896,20,0
1,1965,110056,10,0,12000,4,0,1,839,2,2,2,0,4,110069,10,42318,24162,52083,142173,116028,56724,13717,50500,30336,358552,4436346,20,1
0,1989,110025,47,2,12000,2,2,2,843,2,1,0,2,3,110014,47,228191,40415,50446,48436,167949,16707,55700,10883,169570,484620,1636105,10,1
0,1982,110045,16,3,11000,8,1,2,743,3,0,0,1,1,110098,16,49918,53181,51239,37137,119979,41859,46970,40809,69695,230188,4031304,28,0
2,1998,110047,6,2,9000,2,0,2,835,0,1,2,0,3,110078,6,240680,46546,28658,172085,35594,48271,26332,26521,158388,350624,1046091,12,1
1,1980,110054,4,1,6000,6,1,2,830,1,2,0,1,2,110039,4,33173,40813,57475,20120,106041,39533,24257,36089,242350,435128,4556483,20,0
1,1963,110099,48,0,7000,4,2,1,474,3,3,1,1,2,110027,48,32936,18147,25687,217666,248029,50189,29270,29401,204513,379349,4533142,15,0
2,1979,110050,54,0,22000,5,2,0,322,0,1,2,0,2,110038,54,107843,48241,47043,86280,36090,56850,19136,18168,237825,366446,2925682,32,1
2,1967,110089,42,1,6000,9,1,0,753,1,3,2,2,4,110053,42,166049,50433,45263,195885,103020,58017,33112,42052,86029,482722,1511109,32,1
0,1964,110011,61,1,16000,0,1,0,758,3,2,0,0,3,110098,61,102058,22398,50789,10957,247311,41075,13412,33235,76738,382666,4290798,10,0
1,1984,110032,15,3,22000,1,1,2,827,1,0,0,2,0,110093,15,238457,52329,25611,181478,31397,38368,51287,44796,32823,171074,2726054,28,1
0,1973,110004,61,3,12000,5,2,2,759,0,2,2,2,0,110090,61,73912,46877,45622,155931,168660,55385,14000,45520,154564,460959,3432771,32,0
0,1969,110007,64,2,0,0,0,1,751,2,1,2,0,3,110063,64,69945,39609,29725,201885,241060,40854,51650,39632,172722,487281,1195434,32,0
0,1966,110022,4,0,13000,9,1,2,352,0,0,0,1,1,110078,4,59017,41152,36142,211187,76267,21963,32112,48540,169674,44520,1546937,24,1
1,1981,110090,40,2,17000,3,2,1,809,2,1,1,0,1,110015,40,172821,42289,20533,231189,48702,18363,44554,37084,150612,192937,3809983,12,0
1,1973,110064,0,0,16000,7,2,0,513,2,0,1,0,1,110096,0,88881,34826,41533,90687,198279,21387,29703,43681,29349,71821,3957428,10,1
1,1957,110089,36,2,18000,5,2,2,362,1,0,0,0,0,110043,36,209642,49573,44255,135678,159554,44372,55486,46345,248249,385656,1437588,8,0
1,1983,110030,47,0,8000,1,2,0,477,3,3,2,1,0,110070,47,39662,36604,29273,100075,56185,21318,20171,42315,30692,304900,1632494,8,0
1,1991,110013,1,1,10000,8,0,0,466,0,1,1,1,0,110028,1,54494,32183,16909,193576,61298,34179,22811,12966,83517,235258,3728510,24,1
1,1983,110020,39,0,8000,2,1,2,317,2,3,2,1,1,110091,39,48508,11641,19755,24146,119314,19921,33741,19211,70866,375714,3998074,12,1
0,1950,110041,44,2,12000,9,1,0,382,0,1,0,0,1,110034,44,157891,56151,48211,183959,68672,27339,10096,45222,146859,492591,935461,10,0
2,1960,110041,50,1,22000,7,2,1,749,3,1,0,0,3,110035,50,33168,57872,46164,67223,40255,13905,20801,34065,11100,239377,666124,4,0
2,1954,110079,13,0,9000,6,1,0,742,3,0,0,1,3,110051,13,23300,35919,26352,243993,227585,27384,14784,49294,39102,141242,4599188,32,1
2,1953,110009,31,3,15000,4,1,0,854,2,2,2,2,2,110071,31,153710,49760,10639,185574,204305,40886,48099,41144,105223,337010,3038816,15,1
0,1966,110092,62,0,6000,5,2,1,433,1,0,0,0,0,110095,62,39328,52803,45616,204527,149928,46614,25004,19052,248482,138941,3482495,24,1
0,1988,110080,41,2,12000,6,1,2,643,2,1,2,1,3,110001,41,176779,13598,54511,37803,210470,43008,35873,10181,153158,26921,1582780,15,0
2,1987,110037,8,1,18000,9,0,2,335,1,3,0,2,2,110072,8,117045,22083,13080,76858,154197,42958,51152,17868,124999,110258,1215977,10,1
2,1986,110009,51,2,5000,9,2,1,547,1,2,2,1,1,110086,51,33892,38962,28005,179893,201057,51913,56141,42471,178217,137029,1515731,10,0
0,1975,110062,9,2,11000,3,2,0,362,3,2,1,0,2,110077,9,95669,35258,13102,238174,63758,11803,18378,26775,185530,456748,1278031,4,0
1,1950,110007,65,0,21000,0,0,2,531,0,3,1,1,1,110014,65,110000,21766,24150,78781,103285,21975,10642,21383,231058,351974,2114101,4,0
2,1987,110054,58,0,11000,0,2,1,337,1,3,1,1,2,110039,58,50361,55874,37750,24384,198557,23930,25258,11118,215555,98486,198873,10,0
2,1968,110006,48,1,14000,9,2,2,473,1,2,1,0,3,110087,48,145086,54820,50708,136894,159703,47764,13579,51511,17583,467419,4209705,8,1
1,1980,110047,45,3,23000,7,0,0,371,0,2,2,1,4,110041,45,54782,55742,18280,204339,48918,52243,39548,20471,75372,349449,966489,28,1
0,1953,110007,17,1,8000,1,1,0,850,2,0,2,2,3,110022,17,115414,58758,17851,32473,179490,51954,34048,57828,18692,222822,4571837,12,0
1,1996,110055,63,3,7000,1,0,0,779,3,3,1,0,3,110100,63,214906,47405,29054,226677,32792,51035,10221,50190,167023,41083,4156425,8,1
1,1996,110022,18,3,10000,0,2,0,442,3,2,0,0,4,110045,18,113719,29656,23978,159776,58820,38663,35781,36799,126931,324548,2001608,20,1
1,1950,110011,49,1,0,7,2,0,869,0,0,2,1,3,110063,49,62183,48011,10098,32309,91795,45857,19598,58864,163274,330463,2587960,20,0
0,1980,110074,44,0,15000,9,0,2,642,2,2,1,0,0,110081,44,98530,20036,36953,179074,10615,27757,25890,39300,228594,312553,4284888,15,1
1,1957,110066,37,2,5000,9,0,0,406,0,3,1,0,1,110058,37,238730,57198,43947,190074,65428,50921,10105,50919,38911,121381,1239397,8,0
1,1959,110031,27,2,0,7,0,0,611,3,1,2,2,4,110019,27,15732,38884,36767,87288,163404,22418,34540,39730,26350,329995,767795,10,0
1,1996,110085,21,1,8000,5,0,0,804,1,0,2,2,4,110082,21,45685,36965,26170,19116,115050,46144,46521,41347,148532,263424,4379330,24,0
0,1974,110041,66,0,20000,6,0,2,526,3,0,1,1,4,110054,66,157316,56785,12368,26927,35112,26935,19412,57325,53209,449584,2295182,28,1
0,1960,110041,61,2,9000,0,1,0,767,2,1,2,2,4,110096,61,79237,48836,15857,156305,69805,57686,45926,37724,57476,385078,4210014,32,0
1,1996,110088,30,3,12000,3,0,2,858,0,0,1,1,4,110090,30,206057,21528,18624,64880,240126,32394,57394,20882,130600,430698,3541484,28,0
2,1958,110083,25,0,6000,1,1,0,855,3,1,0,1,0,110060,25,112564,33859,28961,34633,49358,27480,31736,21574,63307,104532,3676865,4,0
0,1967,110034,66,3,22000,7,1,2,571,3,0,2,1,1,110056,66,175001,43671,13690,247481,124278,12941,24841,14428,189322,405508,1428134,24,0
0,1985,110045,14,2,20000,9,2,2,543,0,2,2,1,4,110087,14,82616,59370,42083,217945,176727,29698,30628,52744,39303,472088,1122607,10,0
0,1987,110022,21,3,16000,1,0,0,724,2,0,2,0,2,110023,21,75872,24604,48250,171036,21889,33697,23056,57649,40131,41702,2854320,8,0
0,1994,110094,61,2,11000,3,0,0,585,0,3,1,2,0,110066,61,154163,20812,59165,89945,58373,35344,53363,11418,242521,236692,4834993,15,1
2,1970,110017,19,3,7000,3,0,2,668,2,2,2,1,3,110032,19,30785,41203,47913,36078,31601,49650,35769,14845,214072,341220,4196766,10,1
0,1991,110036,56,1,9000,7,1,2,638,2,1,0,0,2,110057,56,75749,13625,57244,182221,81708,55876,19464,25998,178244,113983,280730,8,0
2,1983,110021,24,3,9000,1,2,2,858,1,2,2,0,1,110065,24,53999,31003,20667,147792,153557,26429,14865,28008,84568,152607,2847015,10,0
2,1994,110029,24,1,5000,4,0,0,726,1,3,2,1,3,110097,24,24795,41743,56501,34544,223147,21580,51460,49255,162354,82405,3136594,32,1
2,1963,110016,49,2,5000,6,0,2,630,3,0,0,1,4,110057,49,219832,27092,59315,48608,149220,28139,20541,22674,152350,186746,3299085,12,1
1,1997,110027,48,0,16000,0,0,1,336,2,3,0,0,1,110003,48,141083,20610,42219,88939,154339,30402,44991,48721,223340,429413,504341,10,0
1,1970,110077,45,1,14000,6,2,1,521,3,3,0,1,4,110091,45,95170,44627,54202,222635,77418,50580,13455,36041,51400,379304,2109225,32,0
1,1958,110024,41,3,7000,3,2,1,851,1,1,1,2,1,110035,41,183738,42848,13047,60607,62783,35709,53024,27723,212463,50205,4929150,12,0
2,1961,110009,8,0,21000,4,0,1,579,1,0,2,1,4,110079,8,212946,14061,44927,31752,12242,27067,49105,42799,172129,325145,1881550,8,1
2,1990,110017,2,2,20000,4,1,0,669,2,1,2,2,2,110031,2,57226,57982,26108,36965,114557,48486,33366,15154,94460,211553,1309877,10,0
2,1985,110077,29,0,18000,5,2,2,851,3,3,2,2,2,110012,29,47764,53595,34724,244646,23711,10050,59318,16724,161753,285974,988667,32,0
0,1971,110003,53,3,12000,6,0,1,855,1,2,2,1,4,110099,53,121060,49993,17642,107738,100522,13337,39666,18842,119557,161787,4258171,32,0
2,1974,110050,34,0,14000,4,1,2,704,1,2,2,0,1,110085,34,82145,36954,23876,177842,153718,38620,31509,44819,246646,74295,3847193,4,1
2,1966,110052,53,2,16000,3,2,1,829,3,1,0,1,2,110032,53,148625,11483,21893,131862,63596,10230,12386,55347,206610,231578,2881885,20,0
1,1984,110065,14,3,14000,1,2,0,359,1,0,2,0,2,110086,14,218692,54387,51281,97579,174344,12605,47778,42335,140050,168105,2754361,12,0
2,1963,110001,40,1,11000,2,1,2,400,0,1,0,2,3,110037,40,57302,17567,15538,237507,83733,23943,24017,44916,130661,53983,958560,15,1
2,1977,110042,1,3,18000,4,2,0,777,1,2,1,1,1,110014,1,106778,23856,15559,243133,192843,21146,23754,28806,16596,81450,1534146,20,0
